question,options,right_answer
"2023年中国网络文明大会在福建省厦门市举行,在上午举行的主论坛上发布了《中国网络文明发展报告2023》.","['正确', '错误']",['正确']
"我们必须()、弘扬新风正气,让健康向上的校园网络文化充盈网络空间.","['厚植校园文化土壤', '深植校园文化根基', '厚培校园文化土壤', '深耕校园文化土壤']",['厚植校园文化土壤']
"2023年中国网络文明大会主题是“网聚文明力量,奋进伟大征程”","['正确', '错误']",['正确']
"7月18日,2023年中国网络文明大会在()市举行.","['福建厦门', '福建泉州', '福建福州', '福建宁德']",['福建厦门']
"网络空间行为规范持续加强.压紧压实网站平台主体责任,互联网企业行业自律及企业社会责任履行成效明显.持续推进网络伦理建设,加强网络行为规范,青少年等重点群体网络素养显著增强.","['正确', '错误']",['正确']
"入开展时代楷模、道德模范、凡人善举等网上宣传,加快推进网络诚信建设,深入实施网络公益工程,网络空间道德建设蔚然成风,崇德向善、见贤思齐成为亿万网民的共同价值追求.","['正确', '错误']",['正确']
"深入开展时代楷模、道德模范、凡人善举等网上宣传,加快推进()建设,深入实施网络公益工程,网络空间道德建设蔚然成风,崇德向善、见贤思齐成为亿万网民的共同价值追求.","['网络诚信', '网络空间行为规范', '网络空间文化建设', '网络空间思想']",['网络诚信']
"《侵权责任法》第三十六条第二款规定,网络用户利用网络服务实施侵权行为的,被侵权人有权通知网络提供者采取的必要措施有().","['删除', '屏蔽', '关闭网站', '断开链接']","['删除', '屏蔽', '断开链接']"
123456,"['1', '2', '3', '4']",['1']
"中国互联网络信息中心(CNNIC)发布第48次《中国互联网络发展状况统计报告》显示,截至2021年6月,我国()网民规模达1","['6岁至19岁', '7岁至20岁', '8岁至19岁', '9岁至18岁']",['6岁至19岁']
网吧不能对哪种人群开放？(),"['18岁以上', '20岁以上', '18岁以下', '20岁以下']",['18岁以下']
2023年中国网络文明大会在天津举办.,"['正确', '错误']",['错误']
"为加强公众对互联网服务的监督,2004年以来,我国先后成立了()等公众举报受理机构.","['互联网违法和不良信息举报中心', '网络违法犯罪举报网站', '12321网络不良与垃圾信息举报受理中心', '12390扫黄打非新闻出版版权联合举报中心']","['互联网违法和不良信息举报中心', '网络违法犯罪举报网站', '12321网络不良与垃圾信息举报受理中心', '12390扫黄打非新闻出版版权联合举报中心']"
"各职能部门以及全社会,要积极投入专业力量,开发有针对性的有助于青少年健康成长的多种网络业态,加强正面宣传和正面引导,构建完善的网络()教育体系,努力形成共建共治共享的良好社会氛围,共同筑牢网络文明建设的基石","['理论素质', '文明素质', '文化素质', '思维素质']",['文明素质']
"为了要是互联网规范发展,只需实行德治就可以了()","['正确', '错误']",['错误']
网上“黑客”是指()的人.,"['匿名上网', '总在晚上上网', '在网上入侵他人计算机系统', '不花钱上网']",['在网上入侵他人计算机系统']
"7月18日,2023年中国网络文明大会在()举行,在上午举行的主论坛上发布了《中国网络文明发展报告2023》.","['上海市', '厦门市', '广州市', '武汉市']",['厦门市']
提高网络素养的关键因素包括哪些？,"['发布带有侮辱性的言论', '遵守网络法律法规和道德规范', '主动分享他人隐私信息', '提倡理性、客观的网络互动和交流']","['遵守网络法律法规和道德规范', '提倡理性、客观的网络互动和交流']"
"深入推进媒体融合发展,实施移动优先战略,加大中央和地方主要新闻单位、重点新闻网站等主流媒体移动端建设推广力度.","['正确', '错误']",['正确']
"加强网络文明建设,是建设中华民族现代文明的一项重要任务,在全党全国深入学习贯彻习近平总书记重要讲话精神之际,发布《报告》对加强网络文明建设,构建清朗网络空间,提升网络文明程度具有积极意义.","['正确', '错误']",['正确']
"2021年,中办、国办印发《关于加强网络文明建设的意见》,进一步明确网络文明建设()、工作目标、主要任务、保障措施.","['指导思想', '主要思想', '重要思想', '领导思想']",['指导思想']
"在网络交流中,合适的行为包括：","['以平和的语气回应他人观点', '善意并理性地与他人讨论和交流', '无视他人的感受和意见,只坚持自己的立场', '仅仅追求在网络上的曝光度和关注度']","['以平和的语气回应他人观点', '善意并理性地与他人讨论和交流']"
"网络文明建设是一项()、()、()工程,必须坚持正能量是总要求、管得住是硬道理、用得好是真本事,突出以人民为中心的根本立场和价值导向.不断推动新时代网络文明建设高质量发展,尤需科学思想作指引.","['综合性', '根本性', '系统性', '基础性']","['综合性', '系统性', '基础性']"
网络道德建设是社会精神文明建设的需要(),"['正确', '错误']",['正确']
全国网络安全和信息化工作会议7月14日至15日在京召开,"['马克思主义', '习近平新时代中国特色社会主义思想', '社会主义', '中国特色社会主义思想']",['习近平新时代中国特色社会主义思想']
"充分调动行业主管部门、网络社会组织、网信企业、正能量网络名人,以及广大网民的力量,努力构建人人参与、齐抓共治的网络文明建设工作新格局,必能让网络空间成为有价值认同、有人文关怀、有情感归属的美好精神家园,不断为建设中华民族现代文明作出新贡献.","['正确', '错误']",['正确']
"关于网络言论的素养提升,下列哪些做法是提倡的？","['尊重事实,理性表达观点', '制造谣言,增加话题热度', '发布不实信息,引发争议', '贬低他人,攻击不同意见']","['尊重事实,理性表达观点']"
"在习近平总书记关于网络素养提升的论述中,强调了以下哪些方面？","['尊重网络个人隐私', '加强网络的技术限制', '传播正能量,净化网络空间', '提倡言论自由,无限制地表达个人观点']","['尊重网络个人隐私', '传播正能量,净化网络空间']"
"中共中央总书记、国家主席、中央军委主席习近平近日对网络安全和信息化工作作出重要指示指出,党的十八大以来,我国网络安全和信息化事业取得重大成就,党对网信工作的领导全面加强,网络空间主流思想舆论巩固壮大,网络综合治理体系基本建成,网络安全和()能力持续提升,网信领域科技自立自强步伐加快,信息化驱动引领作用有效发挥,网络空间法治化程度不断提高","['监督体系', '保障体系', '修复体系', '预测体系']",['保障体系']
2023年国家网络安全宣传周在()月,"['7月', '8月', '9月', '10月']",['9月']
2023年是第()届国家网络安全宣传周,"['六', '八', '九', '十']",['十']
"习近平总书记在2023年世界互联网大会乌镇峰会上提到“我们倡导发展优先,构建更加普惠繁荣的网络空间.深化数字领域国际交流合作,().(),缩小数字鸿沟,在互联网发展中保障和改善民生,让更多国家和人民共享互联网发展成果.”","['打击网络违法犯罪行为', '加强数据安全', '加速科技成果转化', '加快信息化服务普及']","['加速科技成果转化', '加快信息化服务普及']"
"国务院新闻办公室举行2022年“清朗”系列专项行动情况,具体包括()个方面重点任务","['7', '8', '9', '10']",['10']
"著名主持人谢某曾与何某恋爱,何某将谢某写给自己署有真实姓名的求爱信在网上传播,造成不良影响.何某侵犯了谢某的哪些民事权利()","['发表权', '信息网络传播权', '荣誉权', '隐私权']","['发表权', '信息网络传播权', '隐私权']"
"1994年以来,我国颁布了一系列互联网管理法律法规,其中包括().","['《全国人民代表大会常务委员会关于维护互联网安全的决定》', '《互联网新闻信息服务管理规定》', '《互联网信息服务管理办法》', '《中华人民共和国电信条例》']","['《全国人民代表大会常务委员会关于维护互联网安全的决定》', '《互联网新闻信息服务管理规定》', '《互联网信息服务管理办法》', '《中华人民共和国电信条例》']"
"赵某对办公软件进行解密,并制成光盘在网上销售.赵某应当承担何种法律责任？()","['只承担民事责任.', '只承担民事责任及行政责任.', '承担民事责任及行政责任的同时,还可能承担刑事责任.', '或者承担民事责任,或者承担行政责任.']","['承担民事责任及行政责任的同时,还可能承担刑事责任.']"
"互联网不良信息的泛滥,对整个国家社会、个人都会造成极大的危害及至危害青少年的健康成长()","['正确', '错误']",['正确']
"《意见》指出,要加强网络空间文化培育.以()引领网络文化建设,广泛凝聚新闻网站、商业平台等传播合力,把()传播到广大网民中、传导到社会各方面.","['社会主义核心价值观', '“两个结合”', '新发展理念', '“四个自信”']",['社会主义核心价值观']
"在提升网络文明素养方面,哪些行为是符合要求的？","['尊重他人的言论和观点', '分享不经过核实的谣言和假消息', '恶意攻击他人的个人隐私', '鼓励友善和积极的网络交流']","['尊重他人的言论和观点', '鼓励友善和积极的网络交流']"
"《意见》指出,要加强网络空间思想引领.坚持以习近平新时代中国特色社会主义思想统领互联网内容建设,推动党的创新理论走深走心走实.加强()、()、()建设.","['重点理论网站', '公众账号', '客户端', '移动端']","['重点理论网站', '公众账号', '客户端']"
"因为对某个明星的狂热喜爱,通过开多个账号给该明星刷好评()","['正确', '错误']",['错误']
要深入推进()净网系列专项活动,"['清白', '清净', '晴朗', '清朗']",['清朗']
"习近平总书记在网络安全和信息化工作座谈会上指出,网络空间的竞争,归根结底是()竞争","['人才', '技术', '资金投入', '安全制度']",['人才']
"网络空间不是文明荒原,理应坚守和传递()的精神力量","['开放、开明', '向上、向善', '和谐、有序', '文明、有礼']",['向上、向善']
()是防止匿名在网上散布谣言、制造恐慌和恶意侵害他人名誉等一系列网络违法犯罪的有效措施.,"['网络实名制', '网吧实名制', '论坛实名制', '博客实名制']","['网络实名制', '网吧实名制', '论坛实名制', '博客实名制']"
"《意见》指出,要加强网络空间文明创建.推动群众性精神文明创建活动向网上延伸,充分发挥新时代文明实践中心和县级融媒体中心作用,加强网民网络文明素养实践教育基地建设,推动基层开展网络文明建设活动.开展军民共建网络文明活动,促进军政军民团结.积极打造中国网络文明理念宣介平台、经验交流平台、成果展示平台和国际网络文明互鉴平台.深入实施争做中国好网民工程,引导广大网民尊德守法、文明互动、理性表达,引导全社会提升网络文明素养,净化网络环境.","['尊德守法', '文明互动', '胡言乱语', '理性表达']","['尊德守法', '文明互动', '理性表达']"
《关于加强网络文明建设的意见》贯彻落实习近平总书记关于()强国的重要思想和关于精神文明建设的重要论述,"['网络', '政治', '科技', '文化']",['网络']
"《关于加强网络文明建设的意见》强调,加强网络文明建设要坚持以()为指导","['科学发展观', '毛泽东思想', '“三个代表”重要思想', '习近平新时代中国特色社会主义']",['习近平新时代中国特色社会主义']
"11月8日上午,国家主席习近平向2023年世界互联网大会乌镇峰会开幕式发表视频致辞.","['正确', '错误']",['正确']
下列哪些属于不健康、不文明的上网行为？(),"['张三玩网游输了比赛,在网上辱骂对手;', '李四每天连续玩网游的时间超过6小时;', '未成年人小陈借哥哥的身份证在网吧上网;', '王五在网吧上网时大声喧哗,影响他人.']","['张三玩网游输了比赛,在网上辱骂对手;', '李四每天连续玩网游的时间超过6小时;', '未成年人小陈借哥哥的身份证在网吧上网;', '王五在网吧上网时大声喧哗,影响他人.']"
"《关于加强网络文明建设的意见》要求加大政策、项目等扶持力度,鼓励()对网络文明建设提供财力物力支持","['社会力量', '群众力量', '人民力量', '公民力量']",['社会力量']
以下属于网上低俗内容的是().,"['恶意传播侵害他人隐私的内容;', '带有侵犯个人隐私性质的走光、偷拍、露点等内容;', '宣扬暴力、恶意谩骂、侮辱他人等的内容;', '推介淫秽色情网站和网上低俗信息的链接、图片、文字等内容.']","['恶意传播侵害他人隐私的内容;', '带有侵犯个人隐私性质的走光、偷拍、露点等内容;', '宣扬暴力、恶意谩骂、侮辱他人等的内容;', '推介淫秽色情网站和网上低俗信息的链接、图片、文字等内容.']"
以网络为本的知识文明人们所关心的主要安全是(),"['信息安全', '人身安全', '社会安全', '国家安全']",['信息安全']
"2021年,中办、国办印发(),进一步明确网络文明建设指导思想、工作目标、主要任务、保障措施.各地区各部门结合实际不断创新理念思路、手段方法、体制机制,我国网络文明建设成果丰硕、成绩突出、成效显著.网络空间正能量更加充沛,网络综合治理体系基本建成,文明风尚更加彰显,全社会共建共享网上美好精神家园的新格局正在形成.","['《关于加强网络文明建设的意见》', '《中国网络文明发展报告》', '《全国青少年网络文明公约》', '《绿色上网行动计划》']",['《关于加强网络文明建设的意见》']
"《关于加强网络文明建设的意见》指出,要加强网络空间思想引领.坚持以()统领互联网内容建设,推动党的创新理论走深走心走实.","['马克思主义', '毛泽东思想', '习近平新时代中国特色社会主义思想', '科学发展观']",['习近平新时代中国特色社会主义思想']
中国互联网协会先后制定并发布了()等自律规范.,"['《中国互联网行业自律公约》', '《文明上网自律公约》', '《中国网民自律公约》', '《博客服务自律公约》']","['《中国互联网行业自律公约》', '《文明上网自律公约》', '《博客服务自律公约》']"
"2023年中国网络文明大会7月18日在福建省厦门市举行.大会发布了《中国网络文明发展报告2023》,全景展示我国网络空间()、()、文明创建、交流互鉴八方面的生动实践和显著成就.","['思想引领、文化建设、道德建设', '思想旗帜、文化建制、道德培养', '行为规范、生态建设、法治建设', '行为准则、生态营造、法治建设']","['思想引领、文化建设、道德建设', '行为规范、生态建设、法治建设']"
"习近平总书记在2023年世界互联网大会乌镇峰会上提到“我们倡导发展优先,构建更加普惠繁荣的网络空间.深化数字领域国际交流合作,加速科技成果转化.加快信息化服务普及,(),在互联网发展中,让更多国家和()人民共享互联网发展成果.”","['缩小数字鸿沟', '保障和改善民生', '防风险保安全', '谋合作图共赢']","['缩小数字鸿沟', '保障和改善民生']"
《关于加强网络文明建设的意见》指出要加强网络空间文明创建,"['县级', '校级', '市级', '省级']",['县级']
"在《关于加强网络文明建设的意见》中,在强调在党史学习教育中,弘扬党和人民在奋斗中形成的伟大精神,旗帜鲜明反对()思想.","['个人主义', '历史虚无主义', '资本主义', '自由主义']",['历史虚无主义']
以下选项属于《文明上网自律公约》内容的是().,"['自觉遵纪守法,倡导社会公德,促进绿色网络建设', '提倡自主创新,摒弃盗版剽窃,促进网络应用繁荣', '提倡诚实守信,摒弃弄虚作假,促进网络安全可信', '提倡人人受益,消除数字鸿沟,促进信息资源共享']","['自觉遵纪守法,倡导社会公德,促进绿色网络建设', '提倡自主创新,摒弃盗版剽窃,促进网络应用繁荣', '提倡诚实守信,摒弃弄虚作假,促进网络安全可信', '提倡人人受益,消除数字鸿沟,促进信息资源共享']"
"中共中央总书记、国家主席、中央军委主席习近平近日对网络安全和信息化工作作出重要指示指出,党的十八大以来,我国网络安全和信息化事业取得重大成就,党对网信工作的领导全面加强,网络空间主流思想舆论巩固壮大,网络综合治理体系基本建成,网络安全保障体系和能力持续提升,网信领域科技自立自强步伐加快,信息化驱动引领作用有效发挥,网络空间()程度不断提高","['理性化', '法治化', '现代化', '私人化']",['法治化']
2023年国家网络安全宣传周开幕式在()举行,"['福州市', '厦门市', '泉州市', '莆田市']",['福州市']
"习近平总书记指出,()天朗气清、生态良好,符合人民利益.","['经济天空', '网络空间', '网络世界', '虚拟世界']",['网络空间']
"青少年在面对网上的信息时,不正确的做法是()","['对网上的信息进行辨析', '不盲目相信网上的信息', '对网上不同的说法进行比较', '网络上注明转载自报纸电视上的消息就相信']",['网络上注明转载自报纸电视上的消息就相信']
2023年国家网络安全宣传周开幕式在厦门举行.,"['正确', '错误']",['错误']
"《关于加强网络文明建设的意见》要求注重发挥()主体作用,广泛搭建平台,开展特色活动,吸引广大网民特别是青少年网民主动参与网络文明建设","['人民', '公民', '网民', '华侨']",['网民']
"“学习强国”就是一个很好的以习近平新时代中国特色社会主义思想为指导,以社会主义核心价值观为引领,以党史学习教育、马克思主义理论教育为方式方法来培育优良网络文化建设,促进网络生态向美向善的平台.","['正确', '错误']",['正确']
“清朗”行动是针对饭圈文化的专项运动,"['正确', '错误']",['错误']
"今年,中国网络空间研究院系统梳理和总结我国网络文明建设的指导思想、顶层设计、重大成果、主要经验,形成《中国网络文明发展报告2023》(以下简称《报告》),全景展示我国网络空间思想引领、文化建设、道德建设、行为规范、法治建设、生态建设、文明创建、交流互鉴等八个方面的生动实践和取得的显著成就.","['正确', '错误']",['正确']
"国家主席习近平向2023年世界互联网大会乌镇峰会开幕式发表视频致辞.中方愿同各方携手落实《全球人工智能治理倡议》,促进人工智能安全发展.","['正确', '错误']",['正确']
"《意见》强调,加强网络文明建设要坚持以习近平新时代中国特色社会主义思想为指导,贯彻落实习近平总书记关于网络强国的重要思想和关于精神文明建设的重要论述,大力弘扬社会主义核心价值观,全面推进()、()、()、(),推动形成适应新时代网络文明建设要求的思想观念、文化风尚、道德追求、行为规范、法治环境、创建机制,实现网上网下文明建设有机融合、互相促进,为全面建设社会主义现代化国家、实现第二个百年奋斗目标提供坚强思想保证、强大精神动力、有力舆论支持、良好文化条件.","['文明办网', '文明用网', '文明上网', '文明兴网']","['文明办网', '文明用网', '文明上网', '文明兴网']"
"2023年世界互联网大会乌镇峰会11月8日至10日在浙江乌镇举行,主题为“建设包容、普惠、有韧性的数字世界——携手构建网络空间命运共同体”","['正确', '错误']",['正确']
2023年中国网络文明大会在厦门举行.,"['正确', '错误']",['正确']
"根据网络文化发展需要和学生成长成才需求,赋予校园文化更多的()、(),转化成高校大学生网络文化节等形式,使其与网络文化有机结合.","['新鲜元素', '网络元素', '青年元素', '信息元素']","['网络元素', '青年元素']"
构成网络民事侵权责任的要件有哪些？(),"['行为人实施了网络侵权行为', '受害人存在损害事实', '侵权行为与损害后果之间存在因果关系', '当事人具有过错']","['行为人实施了网络侵权行为', '受害人存在损害事实', '侵权行为与损害后果之间存在因果关系', '当事人具有过错']"
"关于网络道德问题,以下说法不正确的是()","['避免使用网络暴力,不进行网络霸凌行为', '使用网络资源时,可以不用注明转载出处', '在网络上,虽然别人不知道我是谁也应该讲道德', '自觉维护网络安全和网络秩序、自觉抵制网络中的不健康内容']","['使用网络资源时,可以不用注明转载出处']"
"网络素养是在了解网络基础上对网络信息资源进行准确有效利用的能力.培养当代大学生的网络素养,有利于大学生健康成长,为数字时代发展提供人才.()","['正确', '错误']",['正确']
网络素养提升的目的是为了？,"['扩大网络言论自由,任意表达观点', '构建清朗和谐的网络空间', '限制公民在网络上的自由发声', '强化网络管控,加强审查力度']",['构建清朗和谐的网络空间']
"《关于加强网络文明建设的意见》指出,丰富优质网络文化产品供给,引导网站、公众账号、客户端等平台和广大网民创作生产积极健康、向上向善的网络文化产品,举办丰富多彩的网络文化活动.提升网络公共文化服务水平,推动国家重大文化设施和国有文化资源()、(),提高网络公共文化服务供给的普惠性和便捷性.","['数字化', '网络化', '共享化', '多元化']","['数字化', '网络化']"
下列属于文明上网行为的是(),"['小颜在某网络游戏中盗窃多名游戏玩家的“宝物”卖给他人,获利3000余元.', '某论坛连续发表对某公司进行的毫无根据的污辱诽谤的文章,给该公司造成了重大经济损失.', '肖某经常使用代理服务器登录色情网站.', '刘女士非常热爱摄影,经常把自己拍摄的风景照片发布在论坛上,因此结识了很多志同道合的影友.']","['刘女士非常热爱摄影,经常把自己拍摄的风景照片发布在论坛上,因此结识了很多志同道合的影友.']"
"对于来历不明的网页链接,我们怎样做才最合适？()","['转发给最好的朋友,让他先看', '不予理睬', '大肆传播该网页链接', '立马点开']",['不予理睬']
"因为讨厌某个演员,同时用多个账号对该演员的作品打低分,无论作品质量.()","['正确', '错误']",['错误']
"《中国网络文明发展报告2023》(以下简称《报告》),全景展示我国网络空间思想引领、文化建设、道德建设、行为规范、法治建设、生态建设、文明创建、交流互鉴等()个方面的生动实践和取得的显著成就.","['5', '6', '7', '8']",['8']
"要加强网络空间思想引领.坚持以习近平新时代中国特色社会主义思想统领互联网内容建设,推动党的创新理论走深走心走实.","['正确', '错误']",['正确']
"深入贯彻总书记提出的全球文明倡议,提升网络国际传播效能,着力讲好中国故事、传递中国价值、彰显中国精神,深入开展网络空间国际交流合作,构建网络空间命运共同体日益成为全球广泛共识和积极行动.","['正确', '错误']",['正确']
"以下关于网络文明素养的行为,哪一个行为是不正确的？()","['小明浏览并点赞小红的朋友圈', '小明在网络上公开发表民族虚无主义', '小红与其他网友发生意见分歧时仍平和交流', '小明对于自己看过的电影发表自己的感想和见解']",['小明在网络上公开发表民族虚无主义']
《关于加强网络文明建设的意见》指出要加强网络空间()治理,"['生态', '环境', '文明', '理论']",['生态']
下列哪些行为有利于构建和谐健康的网络文化？(),"['网上捐助', '网上炫富', '网上志愿服务', '网上心理咨询']","['网上捐助', '网上志愿服务', '网上心理咨询']"
"()心头记,()笃于行.","['强国使命', '时代新人', '奋斗任务', '时代潮儿']","['强国使命', '时代新人']"
"习近平总书记在2023年世界互联网大会乌镇峰会上提到:“我们倡导安危与共,构建更加和平安全的网络空间.尊重网络主权,尊重各国的互联网发展道路和治理模式.遵守网络空间国际规则,不搞网络霸权.不搞网络空间阵营对抗和军备竞赛.深化网络安全务实合作,有力打击网络违法犯罪行为,加强数据安全和个人信息保护.妥善应对科技发展带来的()、()、().中方愿同各方携手落实《全球人工智能治理倡议》,促进人工智能安全发展.”","['规则冲突', '社会风险', '财产危机', '伦理挑战']","['规则冲突', '社会风险', '伦理挑战']"
"深入开展()、()、()等网上宣传,加快推进网络诚信建设,深入实施网络公益工程,网络空间道德建设蔚然成风,崇德向善、见贤思齐成为亿万网民的共同价值追求.","['时代楷模', '道德模范', '凡人善举', '以上都不是']","['时代楷模', '道德模范', '凡人善举']"
"根据文明上网的原则,我们可以通过网络做什么事？()","['浏览色情网站', '网络赌博', '对网友进行人身攻击', '查找学习资料']",['查找学习资料']
"网友甲与网友乙在打游戏时因意见不和而发生争执,两人在公共频道辱骂对方,网友丙觉得甲和乙打扰到他正常游戏,也在公共频道辱骂甲和乙,网友丁见状在频道内劝阻,劝阻不成功选择举报甲、乙、丙三人,请问哪位网友的行为是正确的？()","['网友甲', '网友乙', '网友丙', '网友丁']",['网友丁']
"网络立法的系统性、()、()、()不断增强,网络执法有力有效,网络司法公平正义更加彰显,全民法律意识和法治观念不断提升.","['整体性', '协同性', '时效性', '以上都不是']","['整体性', '协同性', '时效性']"
"网络文明建设只需要网民遵守道德规范、不违法犯罪就好,其他的与网民无关.","['正确', '错误']",['错误']
"加强网络文明建设,是建设网络强国的重要内容,也是建设中华民族()文明的一项重要任务","['现代', '当代', '网络', '生态']",['现代']
下列《计算机信息网络国际联网安全保护办法》中允许的是(),"['煽动民族仇恨、民族歧视,破坏民族团结的', '捏造或者歪曲事实,散布谣言,扰乱社会秩序的', '宣扬封建迷信', '发表自己对社会热点的言论']",['发表自己对社会热点的言论']
"《关于加强网络文明建设的意见》明确,加强网络文明建设的工作目标是：理论武装占领新阵地,()在网络意识形态领域的指导地位进一步巩固,全党全国人民团结奋斗的共同思想基础进一步巩固.","['马克思主义', '经验主义思想', '自由主义思想', '资本主义思想']",['马克思主义']
"2023年国家网络安全宣传周主题是“网络安全为人民,网络安全靠人民”","['正确', '错误']",['正确']
