question,options,right_answer
"《有关网络文明建设的意见》明确加强网络文明建设的工作目标是文明素质得到新提高,青少年网民网络素质不断提升,()主体责任和行业自律有效落实","['社交媒体', '网络平台', '人民群众', '网民']",['网络平台']
"坚持系统性谋划、综合性治理、体系化推进,基本建成网络综合治理体系,深入开展“清朗”等系列专项行动,集中整治各类问题乱象,网络辟谣、网络举报等工作机制不断健全,网络生态持续向上向善向好.","['正确', '错误']",['正确']
"《意见》指出,要加强网络空间道德建设.强化网上道德示范引领,广泛开展()、()、()、()、身边好人、优秀志愿者等典型案例和事迹网上宣传活动,推动形成崇德向善、见贤思齐的网络文明环境.深化网络诚信建设,举办形式多样的线上线下品牌活动,大力传播诚信文化,倡导诚实守信的价值理念,鼓励支持互联网企业和平台完善内部诚信规范与机制,营造依法办网、诚信用网的良好氛围.发展网络公益事业,深入实施网络公益工程,广泛开展形式多样的网络文明志愿服务和网络公益活动,打造网络公益品牌.","['劳动模范', '时代楷模', '道德模范', '最美人物']","['时代楷模', '道德模范', '最美人物', '劳动模范']"
"在习近平总书记关于加强网络素质文明的论述中,我们要如何正确对待网络信息？","['盲目相信并传播网络信息', '辨别真假信息,理性对待网络内容', '忽略网络信息,保持冷静态度', '无视他人意见,坚持个人立场']","['辨别真假信息,理性对待网络内容']"
"网络文明建设只要注意言论的道德规范就行了,无论什么立场的言论我都可以发布.","['正确', '错误']",['错误']
"蔡奇强调,党的二十大对网信工作作出战略部署,要牢记使命任务,细化任务举措,着力推动落实.要加强网上正面宣传引导,防范网络意识形态风险,提高网络综合治理效能,形成良好网络生态,牢牢掌握网络意识形态工作领导权.统筹发展与安全,实施网络安全重大战略和任务,构建大网络安全工作格局,筑牢国家网络安全屏障坚持()、()、()、(),攻克短板不足,发挥信息化驱动引领作用.","['创新驱动', '自立自强', '赋能发展', '普惠公平']","['创新驱动', '自立自强', '赋能发展', '普惠公平']"
"《中国网络文明发展报告2023》对加强网络文明建设,构建清朗网络空间,提升网络文明程度具有积极意义.","['正确', '错误']",['正确']
"《意见》强调,加强网络文明建设要坚持以习近平新时代中国特色社会主义思想为指导,贯彻落实习近平总书记关于网络强国的重要思想和关于精神文明建设的重要论述,大力弘扬社会主义核心价值观,全面推进文明办网、文明用网、文明上网、文明兴网,推动形成适应新时代网络文明建设要求的()观念、()风尚、()追求、行为规范、法治环境、创建机制,实现网上网下文明建设有机融合、互相促进,为全面建设社会主义现代化国家、实现第二个百年奋斗目标提供坚强思想保证、强大精神动力、有力舆论支持、良好文化条件.","['思想', '文化', '道德', '政治']","['思想', '文化', '道德']"
中央网信办决定2023年()月()日举办“清朗·网络戾气整治”专项行动,"['45125', '44971', '45247', '45216']",['45247']
"网络是一把“双刃剑“,我们应该趋利避害,下列哪种行为发挥了网络的积极作用？()","['网上查找学习资料', '网络赌博', '网络欺诈', '网络售假']",['网上查找学习资料']
"中共中央总书记、国家主席、中央军委主席习近平近日对网络安全和信息化工作作出重要指示指出,党的十八大以来,我国网络安全和信息化事业取得重大成就,党对网信工作的领导()","['进一步加强', '全面加强', '明显提高', '明显加强']",['全面加强']
"数字时代,网络信息传播快捷、数量庞大,拓宽甚至改变了人们获取信息的途径和手段.当今大学生是数字时代原住民,他们通过网络获取信息,增长学识、认知世界、拓宽人际交往、发表个人见解等等,享受着数字时代带来的便利.与此同时,大学生社会阅历尚浅、自控力不足、价值观不稳定、鉴别能力有限容易受到网络的不良影响.网络是一把双刃剑,因此,立足数字时代,提升大学生网络素养是一个亟需解决的问题.()","['正确', '错误']",['正确']
"今年,中国网络空间研究院系统梳理和总结我国网络文明建设的()、顶层设计、重大成果、主要经验,形成《中国网络文明发展报告2023》","['指导思想', '主要思想', '重要思想', '主题思想']",['指导思想']
"习近平强调,新时代新征程,网信事业的重要地位作用日益凸显","['依法治国', '中国特色社会主义思想', '改革开放', '马克思主义思想']",['中国特色社会主义思想']
"要走好群众路线,确保广泛覆盖,把网络素质教育摆在()位置","['核心', '基础', '关键', '重要']",['基础']
"网络立法的系统性、()、协同性、时效性不断增强,网络执法有力有效,网络司法公平正义更加彰显,全民法律意识和法治观念不断提升.","['规律性', '整体性', '规范性', '一体化']",['整体性']
"在网络环境中,提升个人素养需要注意哪些方面？","['尊重隐私权,保护个人信息安全', '随意传播他人隐私,增加话题热度', '无视他人意见,坚持个人立场', '散布不实信息,提高自己的知名度']","['尊重隐私权,保护个人信息安全']"
"在网上会结交一些网友,下列哪些做法是正确的？()","['网上的朋友都是虚拟关系,没必要说真话.', '网友之间应以诚相待,彼此尊重.', '网友是陌生的,可以对他们随意透露隐私.', '谈得很投机,就可以轻易借钱给网友.']","['网友之间应以诚相待,彼此尊重.']"
"中共中央总书记、国家主席、中央军委主席习近平近日对网络安全和信息化工作作出重要指示指出,党的十八大以来,我国网络安全和信息化事业取得重大成就,党对网信工作的领导全面加强,网络空间主流思想舆论巩固壮大,网络综合治理体系基本建成,网络安全保障体系和能力持续提升,网信领域科技自立自强步伐加快,信息化驱动()有效发挥,网络空间法治化程度不断提高","['主导作用', '带头作用', '模范作用', '引领作用']",['引领作用']
"指导属地网站平台全面排查问题漏洞,聚焦重点环节、版块和功能,深入开展自查自纠,完善内容管理机制,确保专项行动取得实效.","['正确', '错误']",['正确']
"2006年中国互联网协会曾发布()号召广大网民从自身做起,承担起应负的社会责任,始终把国家和公众利益放在首位,坚持文明上网.","['《文明上网自律公约》', '《绿色上网行动计划》', '《博客服务自律公约》', '《健康网络计划》']",['《文明上网自律公约》']
"在网络中与他人意见不和,号召意见一致的网友对对方进行网络暴力()","['正确', '错误']",['错误']
《关于加强网络文明建设的意见》是2023年印发的.,"['正确', '错误']",['错误']
()和技术保障是大学生网络文明建设的前提条件.,"['完善设施设备', '健全信息了解', '完善基础设施', '健全基础设施']",['完善基础设施']
"在面对网络不文明行为时,我们怎么做最合适？()","['留存证据并通过正规、合法渠道进行举报,由平台来监管不良行为', '对方不文明,关我什么事？', '有样学样', '截图转发该行为让网友们辱骂做出不文明行为的人']","['留存证据并通过正规、合法渠道进行举报,由平台来监管不良行为']"
"《关于加强网络文明建设的意见》指出,加强网络文明建设,是推进社会主义精神文明建设、提高社会文明程度的必然要求,是适应社会主要矛盾变化、满足人民对美好生活向往的迫切需要,是加快建设网络强国、全面建设社会主义现代化国家的重要任务.","['正确', '错误']",['正确']
"网络立法的系统性、整体性、协同性、时效性不断增强,网络执法有力有效,网络司法公平正义更加彰显,全民法律意识和法治观念不断提升.","['正确', '错误']",['正确']
"天朗气清、风清气正,是人民对网上家园的美好向往.谁都不愿生活在一个充斥着虚假、()、()、()、()、色情、暴力的空间,谁也不愿接受网络家园被电信诈骗、网络谣言、网络暴力等网络不文明行为污染.","['欺骗', '攻击', '谩骂', '恐怖']","['欺骗', '谩骂', '攻击', '恐怖']"
"当电子邮件中收到宣扬淫秽、赌博、暴力、邪教、迷信,煽动民族仇恨、民族歧视、破坏民族团结,危害国家统一、主权和领士完整等内容的信息时,正确的做法是()","['转发给别人,让别人也看看', '粘贴到网络论坛上去', '不转发不散布,及时删除,并向后台管理员举报', '放在我的QQ空间里,只允许少数人阅读浏览']","['不转发不散布,及时删除,并向后台管理员举报']"
"提倡文明上网,健康生活,我们不应该有下列哪种行为？()","['在网上随心所欲地对其他网友进行人身攻击.', '自觉抵制网上的虚假', '浏览合法网站,玩健康网络游戏,并用自己的行动影响周围的朋友.', '不信谣,不传谣,不造谣.']",['在网上随心所欲地对其他网友进行人身攻击.']
"推动网上理想信念教育常态化制度化,广泛践行社会主义核心价值观,深入实施“争做中国好网民”工程,加强网络诚信建设,实施网络公益工程,做强中国网络文明大会品牌,提升青少年网络素养,引导亿万网民共建网上美好精神家园、共享丰硕网络文化成果.","['正确', '错误']",['正确']
"《关于加强网络文明建设的意见》强调,加强网络文明建设要坚持以习近平新时代中国特色社会主义思想为指导,贯彻落实习近平总书记关于网络强国的重要思想和关于精神文明建设的重要论述,大力弘扬社会主义核心价值观,全面推进文明办网、文明用网、文明上网、文明兴网,推动形成适应新时代网络文明建设要求的()、()、()、()、()、创建机制,实现网上网下文明建设有机融合、互相促进,为全面建设社会主义现代化国家、实现第二个百年奋斗目标提供坚强思想保证、强大精神动力、有力舆论支持、良好文化条件.","['思想观念', '文化风尚', '道德追求', '行为规范', '法治环境']","['思想观念', '文化风尚', '道德追求', '行为规范', '法治环境']"
"《意见》明确,加强网络文明建设的工作目标是：军事武装占领新阵地,马克思主义在网络意识形态领域的指导地位进一步巩固,全党全国人民团结奋斗的共同思想基础进一步巩固","['正确', '错误']",['错误']
《意见》包括总体要求、加强网络空间()引领、加强网络空间()培育、加强网络空间道德建设、加强网络空间行为规范、加强网络空间()治理、加强网络空间()创建、组织实施八个部分.,"['思想', '文化', '生态', '文明']","['思想', '文化', '生态', '文明']"
"在上网查阅下载网络信息时,以下做法正确的是().","['网络信息是共享的,可以随意使用.', '按照相关法律法规,正确使用网络信息.', '不通过非法手段窃取网络信息.', '使用网络信息时要标明详细出处.']","['按照相关法律法规,正确使用网络信息.', '不通过非法手段窃取网络信息.', '使用网络信息时要标明详细出处.']"
"《关于加强网络文明建设的意见》指出,要加强网络空间行为规范.培育符合社会主义核心价值观的网络伦理和行为规则,鼓励各地区各部门结合文明创建工作制定出台符合自身特点的网络文明准则,规范网上用语,把网络文明建设要求融入行业管理规范.着力提升青少年网络素养,进一步完善()、()、()、()相结合的网络素养教育机制,提高青少年正确用网和安全防范意识能力,精心打造青少年愿听愿看的优秀网络文化产品.","['政府', '学校', '家庭', '社会']","['政府', '学校', '家庭', '社会']"
制定和发布《全国青少年网络文明公约》是为了(),"['反对和限制青少年使用网络', '教育青少年远离网络', '引导青少年文明上网', '传播网络技术知识']",['引导青少年文明上网']
"中共中央总书记、国家主席、中央军委主席习近平近日对网络安全和信息化工作作出重要指示指出,党的十八大以来,我国网络安全和信息化事业取得重大成就,党对网信工作的领导全面加强,网络空间主流思想舆论巩固壮大,网络综合治理体系()","['基本建成', '全面建成', '初步建成', '开始建成']",['基本建成']
"深入贯彻总书记提出的全球文明倡议,提升网络国际传播效能,着力讲好()、传递()、彰显(),深入开展网络空间国际交流合作,构建网络空间命运共同体日益成为全球广泛共识和积极行动.","['中国故事', '中国价值', '中国精神', '以上都不是']","['中国故事', '中国价值', '中国精神']"
连续上网的时间长度以()为宜.,"['1-2小时', '2-4小时', '4小时以上', '无所谓时间长短']",['1-2小时']
"从《关于加强网络文明建设的意见》与《中国网络文明发展报告2023》可以看出在中国共产党对意识形态工作领导下,在网络文明建设方面的顶层设计,这不仅与提升我国文化软实力相联系,更与我们要坚持正确的意识形态息息相关.","['正确', '错误']",['正确']
网络侵权人承担侵权责任的方式主要有().,"['停止侵害', '赔偿损失', '赔礼道歉', '恢复名誉']","['停止侵害', '赔偿损失', '赔礼道歉', '恢复名誉']"
"在未经他人允许的情况下,在网络上肆意传播他人的隐私信息()","['正确', '错误']",['错误']
"习近平强调,新时代新征程,网信事业的重要地位作用日益凸显.坚持筑牢国家网络安全屏障,坚持发挥信息化驱动引领作用,坚持()、()、(),坚持推动构建网络空间命运共同体,坚持建设忠诚干净担当的网信工作队伍,大力推动网信事业高质量发展,以网络强国建设新成效为全面建设社会主义现代化国家、全面推进中华民族伟大复兴作出新贡献.","['依法管网', '依法办网', '依法上网', '依法治网']","['依法管网', '依法办网', '依法上网']"
《互联网视听节目服务管理规定》中明确要求视听节目不得含有以下内容().,"['危害国家统一、主权和领土完整;', '煽动民族仇恨、民族歧视,破坏民族团结,或者侵害民族风俗、习惯的;', '诱导未成年人犯罪和渲染暴力、色情、赌博、恐怖活动的;', '危害社会公德、损害民族优秀文化传统的.']","['危害国家统一、主权和领土完整;', '煽动民族仇恨、民族歧视,破坏民族团结,或者侵害民族风俗、习惯的;', '诱导未成年人犯罪和渲染暴力、色情、赌博、恐怖活动的;', '危害社会公德、损害民族优秀文化传统的.']"
玩网络游戏应该做到？(),"['游戏时间适可而止', '不在游戏里讲脏话', '不影响他人生活', '不向陌生人透露个人信息']","['游戏时间适可而止', '不在游戏里讲脏话', '不影响他人生活', '不向陌生人透露个人信息']"
"要建立和完善网络行为规范,明确网络是非观念,培育符合互联网发展规律、体现社会主义精神文明建设要求的网络伦理、网络道德.","['正确', '错误']",['正确']
“阳光绿色网络工程”活动的主题包括:().,"['治理违法不良信息,倡导绿色手机文化', '让全球网络更安全', '打击非法网上服务,引导绿色上网行为', '清除垃圾电子信息,畅享清洁网络空间']","['治理违法不良信息,倡导绿色手机文化', '让全球网络更安全', '打击非法网上服务,引导绿色上网行为', '清除垃圾电子信息,畅享清洁网络空间']"
"《关于加强网络文明建设的意见》要求,注重发挥网民主体作用,广泛搭建平台,开展特色活动,吸引广大网民特别是()主动参与网络文明建设.","['政府工作人员', '党员干部', '青少年网民', '老年人']",['青少年网民']
"立足教育育人主渠道,落实中小学思政、信息技术等课程要求,推动网络素养与相关课程有机融合.","['正确', '错误']",['错误']
"《关于加强网络文明建设的意见》指出,加强(),是推进社会主义精神文明建设、提高社会文明程度的必然要求,是适应社会主要矛盾变化、满足人民对美好生活向往的迫切需要,是加快建设网络强国、全面建设社会主义现代化国家的重要任务","['思想政治建设', '网络文明建设', '文化道德建设', '科学技术建设']",['网络文明建设']
"习近平总书记在2023年世界互联网大会乌镇峰会上提到:“我们倡导文明互鉴,构建更加平等包容的网络空间.加强网上交流对话,促进各国人民相知相亲,推动不同文明包容共生,().(),(),(),积极推动文明传承发展,共同建设网上精神家园.”","['更好弘扬全人类共同价值', '加强网络文明建设', '促进优质网络文化产品生产传播', '充分展示人类优秀文明成果']","['更好弘扬全人类共同价值', '加强网络文明建设', '促进优质网络文化产品生产传播', '充分展示人类优秀文明成果']"
"提升高校网络文明管理水平,加强自身网络基础设施建设和网络技术革新必不可少.","['加强自身网络基础设施建设', '增强自身网络安全设施建设', '安全技术革新', '网络技术革新']","['加强自身网络基础设施建设', '网络技术革新']"
"坚持以社会主义核心价值观引领网络内容建设,以技术赋能网络公共文化服务提档升级,网络文化产业活力进发,网络文化精品持续涌现,中华优秀传统文化绽放异彩,不断满足人民群众高品质精神文化需求.","['正确', '错误']",['正确']
"深入实施争做中国好网民工程,引导广大网民尊德守法、文明互动、理性表达,引导全社会提升网络文明素养,净化网络环境.","['正确', '错误']",['正确']
"建立健全(),实现学校—学院齐抓共管、有关部门协同联动、全校师生积极参与的管理体制和工作机制.","['高校全面数字化治理架构', '高校全面网络化治理框架', '高校数字化治理综合体系', '高校全网络综合治理架构']",['高校全网络综合治理架构']
"近日发布《未成年人网络保护条例》,将于()年1月1日施行","['2023', '2024', '2025', '2026']",['2024']
你认为下列观点错误的是:(),"['手机短信和网络上有很多黄段子,编得很有趣,同学间传一传笑一笑,无伤大雅', '网络是个虚拟世界,对现实生活没什么影响', '现实生活太压抑了,可以上网骂骂人,反正彼此不认识', '网络暴力游戏会对人的行为养成产生不良影响,对未成年人更是如此']","['手机短信和网络上有很多黄段子,编得很有趣,同学间传一传笑一笑,无伤大雅', '网络是个虚拟世界,对现实生活没什么影响', '现实生活太压抑了,可以上网骂骂人,反正彼此不认识']"
互联网违法和不良信息举报中心的举报热线为12376.(),"['正确', '错误']",['错误']
"推动网络空间更加清朗、网络行为日益规范,为广大网民特别是青少年营造良莠不齐的网络氛围","['正确', '错误']",['错误']
"网络文明建设是一项综合性、系统性、基础性工程,必须坚持正能量是总要求、管得住是硬道理、用得好是真本事,突出以人民为中心的根本立场和价值导向.","['正确', '错误']",['正确']
"在以中国式现代化全面推进强国建设、民族复兴的新征程上,培育积极健康、向上向善的网络文化,是在新的起点上继续()、()、()的内在要求,也有利于充分发挥互联网在激发全民族文化创新创造活力中的作用,为中国式现代化提供强大精神力量.","['推动文化繁荣', '建设文化强国', '建设近代文明', '建设中华民族现代文明']","['推动文化繁荣', '建设文化强国', '建设中华民族现代文明']"
下列哪一项不属于2023年国家网络安全宣传周的特点,"['人民性', '创新性', '融合性', '统一性']",['统一性']
2023年中央网信办决定举办“清朗·网络戾气整治”专项行动为期限()个月,"['1', '2', '3', '4']",['1']
"全国网络安全和信息化工作会议7月14日至15日在京召开.蔡奇在讲话中指出,习近平总书记重要指示鲜明提出网信工作的使命任务,明确“十个坚持”重要原则,并对网信工作提出要求,具有很强的()、()、(),为做好新时代新征程网信工作指明了方向,我们要坚决贯彻落实.","['政治性', '战略性', '一致性', '指导性']","['政治性', '战略性', '指导性']"
"加强网络文明建设,是建设网络强国的重要内容,也是建设中华民族现代文明的一项重要任务.","['正确', '错误']",['正确']
"习近平强调,各级党委(党组)要加强组织领导、强化统筹协调,确保党中央关于网信工作决策部署落到实处；各级网信部门要忠于党和人民,(),(),(),(),为推动网信事业高质量发展提供坚强保证.","['勇于担当作为', '善于开拓创新', '敢于斗争亮剑', '甘于拼搏奉献']","['勇于担当作为', '善于开拓创新', '敢于斗争亮剑', '甘于拼搏奉献']"
"《关于加强网络文明建设的意见》指出,要加强网络空间道德建设.强化网上道德示范引领,广泛开展()、()、()、()、()、优秀志愿者等典型案例和事迹网上宣传活动,推动形成崇德向善、见贤思齐的网络文明环境.","['劳动模范', '时代楷模', '道德模范', '最美人物', '优秀党员', '身边好人']","['劳动模范', '时代楷模', '道德模范', '最美人物', '身边好人']"
"中共中央总书记、国家主席、中央军委主席习近平近日对网络安全和信息化工作作出重要指示指出,党的十八大以来,我国网络安全和信息化事业取得重大成就,党对网信工作的领导全面加强,网络空间主流思想舆论巩固壮大,网络综合治理体系基本建成,网络安全保障体系和能力()","['不断提升', '稳步提升', '持续提升', '稳定提升']",['持续提升']
"《计算机信息网络国际联网安全保护管理办法》规定,任何单位和个人不得从事下列危害计算机信息网络安全的活动().","['故意制作、传播计算机病毒等破坏性程序的', '未经允许,对计算机信息网络功能进行删除、修改或者增加的', '未经允许,对计算机信息网络中存储、处理或者传输的数据和应用程序进行删除、修改或者增加的', '未经允许,进入计算机信息网络或者使用计算机信息网络资源的']","['故意制作、传播计算机病毒等破坏性程序的', '未经允许,对计算机信息网络功能进行删除、修改或者增加的', '未经允许,对计算机信息网络中存储、处理或者传输的数据和应用程序进行删除、修改或者增加的', '未经允许,进入计算机信息网络或者使用计算机信息网络资源的']"
"网络空间正能量更加充沛,网络综合治理体系基本建成,文明风尚更加彰显,全社会共建共享网上美好精神家园的新格局().","['正在形成', '已经形成', '正在构建', '已经构建']",['正在形成']
"全国网络安全和信息化工作会议7月14日至15日在京召开.蔡奇强调,党的二十大对网信工作作出战略部署,要(),(),着力推动落实.要加强网上正面宣传引导,防范网络意识形态风险,提高网络综合治理效能,形成良好网络生态,牢牢掌握网络意识形态工作领导权.统筹发展与安全,实施网络安全重大战略和任务,构建大网络安全工作格局,筑牢国家网络安全屏障.","['牢记使命任务', '细化任务举措', '攻克短板不足', '坚持创新驱动']","['牢记使命任务', '细化任务举措']"
"()争做中国好网民工程,推动群众性精神文明创建活动向网上延伸,网络文明品牌活动精彩纷呈,基层网络文明创建成果丰硕,全社会共建共享网络文明的工作格局正在形成.","['深入贯彻总书记提出的全球文明倡议', '深入开展争做中国好网民工程', '深入开展时代楷模、道德模范、凡人善举等网上宣传', '坚持以社会主义核心价值观引领网络内容建设']",['深入开展争做中国好网民工程']
"坚持()、()、(),基本建成网络综合治理体系,深入开展“清朗”等系列专项行动,集中整治各类问题乱象,网络辟谣、网络举报等工作机制不断健全,网络生态持续向上向善向好.","['系统性谋划', '综合性治理', '体系化推进', '以上都不是']","['系统性谋划', '综合性治理', '体系化推进']"
"加强对工作规律的认识把握,不断推动内容形式、方法手段、渠道载体等创新,增强网络文明建设的针对性有效性和吸引力感染力.","['正确', '错误']",['正确']
"加强个人信息保护法、数据安全法贯彻实施,加快制定修订并实施文化产业促进法、广播电视法、网络犯罪防治法、未成年人网络保护条例、互联网信息服务管理办法等法律法规.创新开展网络普法系列活动,增强公民法律意识和法治素养.","['正确', '错误']",['正确']
"中共中央总书记、国家主席、中央军委主席习近平近日对网络安全和信息化工作作出重要指示指出,党的十八大以来,我国网络安全和()事业取得重大成就","['社会化', '信息化', '数据化', '现代化']",['信息化']
"习近平强调,新时代新征程,网信事业的重要地位作用日益凸显.要以新时代中国特色社会主义思想为指导,全面贯彻落实党的二十大精神,深入贯彻党中央关于网络强国的重要思想,切实肩负起()、()、()、()、谋合作图共赢的使命任务.","['举旗帜聚民心', '防风险保安全', '强治理惠民生', '增动能促发展']","['举旗帜聚民心', '防风险保安全', '强治理惠民生', '增动能促发展']"
"在网络聊天中,用民族感情、民族伤痛来开玩笑.()","['正确', '错误']",['错误']
"《关于加强网络文明建设的意见》明确,加强网络文明建设的工作目标是：理论武装占领新阵地,()在网络意识形态领域的指导地位进一步巩固,全党全国人民团结奋斗的共同思想基础进一步巩固","['马克思主义', '习近平新时代中国特色社会主义', '科学发展观', '毛泽东思想']",['马克思主义']
"在《关于加强网络文明建设的意见》中,提到了哪些关于深化打击网络违法犯罪,深化公众账号、直播带货、知识问答等领域不文明问题治理,开展互联网领域虚假信息治理.健全网络不文明现象投诉举报机制,动员广大网民积极参与监督,推动网络空间共治共享的专项行动？","['“清朗”行动', '“猎狐”行动', '“拍蝇”行动', '“号角”行动']",['“清朗”行动']
《关于加强网络文明建设的意见》包括总体要求、加强网络空间()引领、加强网络空间文化培育、加强网络空间道德建设、加强网络空间行为规范、加强网络空间生态治理、加强网络空间文明创建、组织实施八个部分,"['思想', '政治', '道德', '文化']",['思想']
以下哪些网络行为涉嫌侵犯个人隐私？().,"['未经许可,在网上公开个人姓名、肖像、住址和电话号码;', '非法获取他人财产状况或未经本人允许在网上公布;', '偷看他人邮件,窃取他人私人文件内容,并将其公开;', '非法调查他人社会关系并在网上发布.']","['未经许可,在网上公开个人姓名、肖像、住址和电话号码;', '非法获取他人财产状况或未经本人允许在网上公布;', '偷看他人邮件,窃取他人私人文件内容,并将其公开;', '非法调查他人社会关系并在网上发布.']"
"为了保障上网安全,我们应当().","['不将自己的个人信息随便告诉陌生网友.', '不在公共上网场所保存自己的个人信息.', '安装杀毒软件,定期为电脑杀毒.', '经常更改自己的网络账户密码.']","['不将自己的个人信息随便告诉陌生网友.', '不在公共上网场所保存自己的个人信息.', '安装杀毒软件,定期为电脑杀毒.', '经常更改自己的网络账户密码.']"
